video_timestamp,gold,minions,Q,W,E,R,frame_path
00:03:51.0,0153,012,Ready,CD,Ready,Ready,extracted_frames\frame_6580
00:03:52.0,0155,012,Ready,CD,Ready,Ready,extracted_frames\frame_6608
00:03:53.0,0157,012,Ready,CD,Ready,Ready,extracted_frames\frame_6636
00:03:54.0,0159,012,CD,CD,Ready,Ready,extracted_frames\frame_6664
00:03:55.0,0161,012,CD,2,Ready,Ready,extracted_frames\frame_6692
00:03:55.9,0163,012,6,CD,Ready,Ready,extracted_frames\frame_6720
00:03:56.9,0165,012,CD,20,Ready,Ready,extracted_frames\frame_6748
00:03:57.9,0167,012,CD,15,CD,Ready,extracted_frames\frame_6776
00:03:58.8,0168,012,CD,8,CD,Ready,extracted_frames\frame_6804
00:03:59.8,0171,012,CD,CD,CD,Ready,extracted_frames\frame_6832
00:04:00.8,0172,012,Ready,18,CD,Ready,extracted_frames\frame_6860
00:04:01.8,0174,012,Ready,18,4,Ready,extracted_frames\frame_6888
00:04:02.8,0176,012,Ready,CD,CD,Ready,extracted_frames\frame_6916
00:04:03.8,0179,012,Ready,CD,CD,Ready,extracted_frames\frame_6944
00:04:04.7,0181,012,Ready,CD,Ready,Ready,extracted_frames\frame_6972
00:04:05.7,0183,012,CD,CD,Ready,Ready,extracted_frames\frame_7000
00:04:06.7,0185,012,7,CD,Ready,Ready,extracted_frames\frame_7028
00:04:07.7,0187,012,CD,9,Ready,Ready,extracted_frames\frame_7056
00:04:08.7,0189,012,CD,18,Ready,Ready,extracted_frames\frame_7084
00:04:09.7,0191,012,CD,CD,Ready,Ready,extracted_frames\frame_7112
00:04:10.7,0193,012,CD,CD,4,Ready,extracted_frames\frame_7140
00:04:11.7,0195,012,Ready,CD,CD,Ready,extracted_frames\frame_7168
00:04:12.7,0197,012,Ready,CD,CD,Ready,extracted_frames\frame_7196
00:04:13.7,0199,012,Ready,CD,4,Ready,extracted_frames\frame_7224
00:04:14.7,0201,012,Ready,Ready,CD,Ready,extracted_frames\frame_7252
00:04:15.6,0203,012,Ready,Ready,CD,Ready,extracted_frames\frame_7280
00:04:16.6,0205,012,Ready,Ready,CD,Ready,extracted_frames\frame_7308
00:04:17.5,0207,012,Ready,CD,Ready,Ready,extracted_frames\frame_7336
00:04:18.5,0209,012,Ready,CD,Ready,Ready,extracted_frames\frame_7364
00:04:19.5,0211,012,Ready,CD,Ready,Ready,extracted_frames\frame_7392
00:04:20.4,0213,012,Ready,CD,Ready,Ready,extracted_frames\frame_7420
00:04:21.5,0215,012,CD,22,Ready,Ready,extracted_frames\frame_7448
00:04:22.4,0217,012,CD,CD,CD,Ready,extracted_frames\frame_7476
00:04:23.4,0218,012,6,4,Ready,Ready,extracted_frames\frame_7504
00:04:24.3,0220,012,CD,20,Ready,Ready,extracted_frames\frame_7532
00:04:25.3,0222,012,CD,15,CD,Ready,extracted_frames\frame_7560
00:04:26.3,0224,012,CD,18,CD,Ready,extracted_frames\frame_7588
00:04:27.3,0247,013,CD,7,CD,Ready,extracted_frames\frame_7616
00:04:28.3,0249,013,Ready,18,CD,Ready,extracted_frames\frame_7644
00:04:29.3,0252,013,Ready,3,4,Ready,extracted_frames\frame_7672
00:04:30.3,0254,013,Ready,1,CD,Ready,extracted_frames\frame_7700
00:04:31.3,0256,013,Ready,CD,CD,Ready,extracted_frames\frame_7728
00:04:32.3,0258,013,Ready,CD,Ready,Ready,extracted_frames\frame_7756
00:04:33.3,0260,013,Ready,CD,Ready,Ready,extracted_frames\frame_7784
00:04:34.3,0262,013,Ready,CD,Ready,Ready,extracted_frames\frame_7812
00:04:35.3,0000,013,Ready,9,Ready,Ready,extracted_frames\frame_7840
00:04:36.2,0266,013,Ready,8,Ready,Ready,extracted_frames\frame_7868
00:04:37.2,0268,013,Ready,CD,Ready,Ready,extracted_frames\frame_7896
00:04:38.2,0284,014,Ready,CD,Ready,Ready,extracted_frames\frame_7924
00:04:39.2,0286,014,Ready,CD,Ready,Ready,extracted_frames\frame_7952
00:04:40.2,0302,015,Ready,CD,Ready,Ready,extracted_frames\frame_7980
00:04:41.2,0304,015,Ready,CD,CD,Ready,extracted_frames\frame_8008
00:04:42.2,0320,016,Ready,Ready,CD,Ready,extracted_frames\frame_8036
00:04:43.1,0322,016,Ready,Ready,CD,Ready,extracted_frames\frame_8064
00:04:44.1,0324,016,Ready,CD,CD,Ready,extracted_frames\frame_8092
00:04:45.1,0392,017,CD,CD,CD,Ready,extracted_frames\frame_8120
00:04:46.1,0394,017,CD,CD,CD,Ready,extracted_frames\frame_8148
00:04:47.0,0396,017,CD,CD,CD,Ready,extracted_frames\frame_8176
00:04:48.0,0398,017,CD,CD,Ready,Ready,extracted_frames\frame_8204
00:04:49.0,0400,017,CD,CD,Ready,Ready,extracted_frames\frame_8232
00:04:50.0,0402,017,CD,CD,Ready,Ready,extracted_frames\frame_8260
00:04:50.9,0404,017,CD,CD,Ready,Ready,extracted_frames\frame_8288
00:04:51.9,0406,017,Ready,CD,Ready,Ready,extracted_frames\frame_8316
00:04:52.9,0408,017,Ready,CD,Ready,Ready,extracted_frames\frame_8344
00:04:53.9,0409,017,Ready,CD,Ready,Ready,extracted_frames\frame_8372
00:04:54.8,0412,017,Ready,CD,Ready,Ready,extracted_frames\frame_8400
00:04:55.8,0414,017,Ready,CD,Ready,Ready,extracted_frames\frame_8428
00:04:56.7,0416,017,Ready,CD,CD,Ready,extracted_frames\frame_8456
00:04:57.7,0439,018,Ready,CD,Ready,Ready,extracted_frames\frame_8484
00:04:58.7,0441,018,Ready,CD,Ready,Ready,extracted_frames\frame_8512
00:04:59.7,0443,018,Ready,CD,CD,Ready,extracted_frames\frame_8540
00:05:00.7,0445,018,Ready,CD,CD,Ready,extracted_frames\frame_8568
00:05:01.7,0447,018,Ready,CD,CD,Ready,extracted_frames\frame_8596
00:05:02.7,0449,019,Ready,CD,CD,Ready,extracted_frames\frame_8624
00:05:03.7,0465,019,Ready,CD,CD,Ready,extracted_frames\frame_8652
00:05:04.6,0488,020,Ready,CD,CD,Ready,extracted_frames\frame_8680
00:05:05.6,0511,021,Ready,CD,CD,Ready,extracted_frames\frame_8708
00:05:06.6,0513,021,Ready,CD,CD,Ready,extracted_frames\frame_8736
00:05:07.5,0515,021,Ready,CD,Ready,Ready,extracted_frames\frame_8764
00:05:08.5,0517,021,Ready,CD,Ready,Ready,extracted_frames\frame_8792
00:05:09.4,0519,021,Ready,CD,Ready,Ready,extracted_frames\frame_8820
00:05:10.4,0520,021,Ready,CD,Ready,Ready,extracted_frames\frame_8848
00:05:11.4,0522,021,Ready,CD,Ready,Ready,extracted_frames\frame_8876
00:05:12.4,0524,021,Ready,CD,Ready,Ready,extracted_frames\frame_8904
00:05:13.4,0526,021,Ready,CD,Ready,Ready,extracted_frames\frame_8932
00:05:14.3,0528,021,Ready,CD,Ready,Ready,extracted_frames\frame_8960
00:05:15.3,0530,021,Ready,CD,Ready,Ready,extracted_frames\frame_8988
00:05:16.3,0532,021,Ready,CD,Ready,Ready,extracted_frames\frame_9016
00:05:17.3,0534,021,CD,CD,Ready,Ready,extracted_frames\frame_9044
00:05:18.2,0536,021,CD,CD,Ready,Ready,extracted_frames\frame_9072
00:05:19.2,0539,021,CD,CD,Ready,Ready,extracted_frames\frame_9100
00:05:20.2,0541,021,CD,CD,Ready,Ready,extracted_frames\frame_9128
00:05:21.2,0543,021,CD,CD,Ready,Ready,extracted_frames\frame_9156
00:05:22.2,0545,021,CD,CD,Ready,Ready,extracted_frames\frame_9184
00:05:23.2,0547,021,Ready,CD,Ready,Ready,extracted_frames\frame_9212
00:05:24.2,0549,021,Ready,CD,Ready,Ready,extracted_frames\frame_9240
00:05:25.2,0551,021,Ready,CD,Ready,Ready,extracted_frames\frame_9268
00:05:26.2,0553,021,Ready,CD,Ready,Ready,extracted_frames\frame_9296
00:05:27.1,0555,021,Ready,CD,Ready,Ready,extracted_frames\frame_9324
00:05:28.2,0557,021,Ready,CD,Ready,Ready,extracted_frames\frame_9352
00:05:29.2,0559,021,Ready,CD,Ready,Ready,extracted_frames\frame_9380
00:05:30.2,0561,021,Ready,CD,Ready,Ready,extracted_frames\frame_9408
00:05:31.2,0562,021,Ready,CD,Ready,Ready,extracted_frames\frame_9436
